Profile,Winner,Num_Violations,Borda ranking Winner,Plurality ranking Winner,STV Winner,Approval Voting (AV) Winner,Proportional Approval Voting (PAV) Winner,Approval Chamberlin-Courant (CC) Winner,Lexicographic Chamberlin-Courant (lex-CC) Winner,Sequential Approval Chamberlin-Courant (seq-CC) Winner,Monroe's Approval Rule (Monroe) Winner,Greedy Monroe Winner,Minimax Approval Voting (MAV) Winner,candidate_pairs,candidate_pairs-normalized,candidate_pairs-no_diagonal,candidate_pairs-normalized-no_diagonal,candidate_pairs-normalized-upper_half,binary_pairs,binary_pairs-no_diagonal,binary_pairs-upper_half,rank_matrix,rank_matrix-normalized
"[(1, 2, 4, 3, 0), (4, 2, 0, 1, 3), (0, 2, 3, 4, 1), (1, 4, 0, 2, 3), (1, 2, 0, 4, 3), (0, 1, 3, 4, 2), (3, 2, 4, 0, 1), (2, 0, 1, 3, 4), (0, 1, 4, 3, 2), (4, 2, 3, 1, 0), (1, 3, 0, 4, 2), (3, 2, 0, 1, 4), (3, 1, 2, 0, 4), (4, 1, 3, 2, 0), (4, 3, 2, 0, 1), (2, 0, 3, 4, 1), (3, 1, 4, 2, 0), (4, 2, 1, 3, 0), (2, 1, 0, 3, 4), (4, 3, 2, 0, 1)]","(0, 1, 1, 0, 1)",0,"(0, 1, 1, 1, 0)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","[0, 10, 5, 9, 10, 10, 0, 9, 11, 11, 15, 11, 0, 10, 9, 11, 9, 10, 0, 10, 10, 9, 11, 10, 0]","[0.0, 0.05, 0.025, 0.045, 0.05, 0.05, 0.0, 0.045, 0.055, 0.055, 0.075, 0.055, 0.0, 0.05, 0.045, 0.055, 0.045, 0.05, 0.0, 0.05, 0.05, 0.045, 0.055, 0.05, 0.0]","[10, 5, 9, 10, 10, 9, 11, 11, 15, 11, 10, 9, 11, 9, 10, 10, 10, 9, 11, 10]","[0.05, 0.025, 0.045, 0.05, 0.05, 0.045, 0.055, 0.055, 0.075, 0.055, 0.05, 0.045, 0.055, 0.045, 0.05, 0.05, 0.05, 0.045, 0.055, 0.05]","[0.10638 0.05319 0.09574 0.10638 0.09574 0.11702 0.11702 0.10638 0.09574
 0.10638]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0]","[3, 2, 6, 4, 5, 4, 6, 2, 3, 5, 3, 8, 3, 3, 3, 4, 3, 5, 5, 3, 6, 1, 4, 5, 4]","[0.03, 0.02, 0.06, 0.04, 0.05, 0.04, 0.06, 0.02, 0.03, 0.05, 0.03, 0.08, 0.03, 0.03, 0.03, 0.04, 0.03, 0.05, 0.05, 0.03, 0.06, 0.01, 0.04, 0.05, 0.04]"
"[(4, 2, 3, 1, 0), (4, 2, 0, 3, 1), (4, 1, 3, 0, 2), (3, 0, 4, 2, 1), (2, 4, 0, 3, 1), (4, 3, 0, 2, 1), (4, 3, 0, 2, 1), (2, 3, 1, 0, 4), (4, 1, 0, 3, 2), (1, 2, 4, 3, 0), (4, 3, 0, 2, 1), (2, 3, 4, 1, 0), (4, 1, 2, 0, 3), (1, 0, 3, 2, 4), (3, 0, 4, 1, 2), (3, 0, 1, 4, 2), (0, 4, 2, 1, 3), (2, 1, 3, 4, 0), (0, 2, 3, 4, 1), (4, 2, 0, 3, 1)]","(0, 0, 1, 1, 1)",0,"(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","[0, 11, 11, 8, 7, 9, 0, 7, 7, 5, 9, 13, 0, 11, 7, 12, 13, 9, 0, 8, 13, 15, 13, 12, 0]","[0.0, 0.055, 0.055, 0.04, 0.035, 0.045, 0.0, 0.035, 0.035, 0.025, 0.045, 0.065, 0.0, 0.055, 0.035, 0.06, 0.065, 0.045, 0.0, 0.04, 0.065, 0.075, 0.065, 0.06, 0.0]","[11, 11, 8, 7, 9, 7, 7, 5, 9, 13, 11, 7, 12, 13, 9, 8, 13, 15, 13, 12]","[0.055, 0.055, 0.04, 0.035, 0.045, 0.035, 0.035, 0.025, 0.045, 0.065, 0.055, 0.035, 0.06, 0.065, 0.045, 0.04, 0.065, 0.075, 0.065, 0.06]","[0.13415 0.13415 0.09756 0.08537 0.08537 0.08537 0.06098 0.13415 0.08537
 0.09756]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1]","[1, 1, 0, 0, 0, 0, 0, 1, 0, 0]","[2, 4, 7, 3, 4, 2, 4, 2, 4, 8, 4, 5, 2, 5, 4, 3, 5, 5, 5, 2, 9, 2, 4, 3, 2]","[0.02, 0.04, 0.07, 0.03, 0.04, 0.02, 0.04, 0.02, 0.04, 0.08, 0.04, 0.05, 0.02, 0.05, 0.04, 0.03, 0.05, 0.05, 0.05, 0.02, 0.09, 0.02, 0.04, 0.03, 0.02]"
"[(1, 4, 3, 0, 2), (1, 4, 2, 3, 0), (0, 1, 3, 2, 4), (3, 2, 4, 0, 1), (1, 2, 0, 3, 4), (0, 3, 2, 1, 4), (3, 2, 0, 1, 4), (2, 1, 3, 4, 0), (3, 2, 4, 1, 0), (4, 1, 0, 2, 3), (3, 2, 4, 1, 0), (2, 3, 4, 1, 0), (4, 2, 0, 3, 1), (3, 2, 4, 1, 0), (1, 4, 0, 3, 2), (2, 4, 1, 3, 0), (4, 0, 2, 3, 1), (3, 1, 4, 0, 2), (4, 2, 0, 1, 3), (3, 4, 1, 0, 2)]","(0, 0, 1, 1, 1)",0,"(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","[0, 7, 8, 8, 4, 13, 0, 8, 9, 9, 12, 12, 0, 9, 11, 12, 11, 11, 0, 12, 16, 11, 9, 8, 0]","[0.0, 0.035, 0.04, 0.04, 0.02, 0.065, 0.0, 0.04, 0.045, 0.045, 0.06, 0.06, 0.0, 0.045, 0.055, 0.06, 0.055, 0.055, 0.0, 0.06, 0.08, 0.055, 0.045, 0.04, 0.0]","[7, 8, 8, 4, 13, 8, 9, 9, 12, 12, 9, 11, 12, 11, 11, 12, 16, 11, 9, 8]","[0.035, 0.04, 0.04, 0.02, 0.065, 0.04, 0.045, 0.045, 0.06, 0.06, 0.045, 0.055, 0.06, 0.055, 0.055, 0.06, 0.08, 0.055, 0.045, 0.04]","[0.08235 0.09412 0.09412 0.04706 0.09412 0.10588 0.10588 0.10588 0.12941
 0.14118]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1]","[2, 1, 6, 4, 7, 4, 4, 2, 7, 3, 3, 8, 3, 2, 4, 7, 2, 3, 6, 2, 4, 5, 6, 1, 4]","[0.02, 0.01, 0.06, 0.04, 0.07, 0.04, 0.04, 0.02, 0.07, 0.03, 0.03, 0.08, 0.03, 0.02, 0.04, 0.07, 0.02, 0.03, 0.06, 0.02, 0.04, 0.05, 0.06, 0.01, 0.04]"
"[(4, 0, 1, 2, 3), (0, 2, 1, 3, 4), (2, 1, 4, 3, 0), (2, 1, 4, 3, 0), (0, 2, 3, 4, 1), (4, 0, 2, 3, 1), (4, 1, 3, 0, 2), (4, 3, 1, 0, 2), (3, 1, 0, 4, 2), (0, 4, 3, 2, 1), (4, 1, 2, 3, 0), (1, 3, 2, 0, 4), (2, 0, 4, 1, 3), (3, 2, 4, 0, 1), (3, 0, 1, 4, 2), (0, 1, 3, 4, 2), (0, 4, 3, 1, 2), (1, 0, 4, 3, 2), (2, 3, 0, 1, 4), (4, 2, 3, 1, 0)]","(1, 0, 0, 1, 1)",0,"(1, 0, 0, 1, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","[0, 11, 12, 9, 11, 9, 0, 10, 10, 9, 8, 10, 0, 10, 8, 11, 10, 10, 0, 8, 9, 11, 12, 12, 0]","[0.0, 0.055, 0.06, 0.045, 0.055, 0.045, 0.0, 0.05, 0.05, 0.045, 0.04, 0.05, 0.0, 0.05, 0.04, 0.055, 0.05, 0.05, 0.0, 0.04, 0.045, 0.055, 0.06, 0.06, 0.0]","[11, 12, 9, 11, 9, 10, 10, 9, 8, 10, 10, 8, 11, 10, 10, 8, 9, 11, 12, 12]","[0.055, 0.06, 0.045, 0.055, 0.045, 0.05, 0.05, 0.045, 0.04, 0.05, 0.05, 0.04, 0.055, 0.05, 0.05, 0.04, 0.045, 0.055, 0.06, 0.06]","[0.11224 0.12245 0.09184 0.11224 0.10204 0.10204 0.09184 0.10204 0.08163
 0.08163]","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[5, 5, 2, 4, 4, 2, 6, 4, 4, 4, 4, 4, 3, 2, 7, 3, 3, 6, 6, 2, 6, 2, 5, 4, 3]","[0.05, 0.05, 0.02, 0.04, 0.04, 0.02, 0.06, 0.04, 0.04, 0.04, 0.04, 0.04, 0.03, 0.02, 0.07, 0.03, 0.03, 0.06, 0.06, 0.02, 0.06, 0.02, 0.05, 0.04, 0.03]"
"[(1, 2, 3, 0, 4), (3, 0, 4, 2, 1), (1, 3, 4, 2, 0), (3, 1, 4, 0, 2), (0, 1, 2, 4, 3), (0, 1, 2, 4, 3), (4, 1, 3, 0, 2), (3, 4, 0, 1, 2), (0, 3, 4, 1, 2), (1, 2, 4, 0, 3), (0, 2, 3, 4, 1), (3, 1, 4, 0, 2), (1, 4, 0, 2, 3), (2, 4, 3, 0, 1), (3, 1, 0, 4, 2), (0, 2, 3, 1, 4), (3, 1, 4, 2, 0), (2, 1, 0, 4, 3), (0, 1, 4, 3, 2), (3, 0, 4, 1, 2)]","(1, 1, 0, 1, 0)",0,"(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(0, 1, 0, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","[0, 10, 14, 9, 11, 10, 0, 15, 9, 13, 6, 5, 0, 9, 8, 11, 11, 11, 0, 12, 9, 7, 12, 8, 0]","[0.0, 0.05, 0.07, 0.045, 0.055, 0.05, 0.0, 0.075, 0.045, 0.065, 0.03, 0.025, 0.0, 0.045, 0.04, 0.055, 0.055, 0.055, 0.0, 0.06, 0.045, 0.035, 0.06, 0.04, 0.0]","[10, 14, 9, 11, 10, 15, 9, 13, 6, 5, 9, 8, 11, 11, 11, 12, 9, 7, 12, 8]","[0.05, 0.07, 0.045, 0.055, 0.05, 0.075, 0.045, 0.065, 0.03, 0.025, 0.045, 0.04, 0.055, 0.055, 0.055, 0.06, 0.045, 0.035, 0.06, 0.04]","[0.09091 0.12727 0.08182 0.1     0.13636 0.08182 0.11818 0.08182 0.07273
 0.10909]","[0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0]","[0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 1, 1, 0, 1, 0, 0, 1]","[6, 2, 4, 6, 2, 4, 9, 0, 4, 3, 2, 4, 2, 4, 8, 7, 2, 5, 1, 5, 1, 3, 9, 5, 2]","[0.06, 0.02, 0.04, 0.06, 0.02, 0.04, 0.09, 0.0, 0.04, 0.03, 0.02, 0.04, 0.02, 0.04, 0.08, 0.07, 0.02, 0.05, 0.01, 0.05, 0.01, 0.03, 0.09, 0.05, 0.02]"
"[(0, 4, 1, 2, 3), (1, 2, 3, 4, 0), (0, 1, 2, 4, 3), (2, 1, 4, 3, 0), (0, 4, 3, 1, 2), (3, 1, 4, 2, 0), (1, 0, 2, 3, 4), (3, 0, 1, 4, 2), (4, 2, 0, 3, 1), (4, 1, 0, 2, 3), (4, 3, 2, 0, 1), (2, 4, 3, 1, 0), (3, 0, 2, 4, 1), (2, 0, 3, 4, 1), (4, 0, 1, 3, 2), (1, 2, 0, 4, 3), (0, 2, 1, 4, 3), (2, 1, 3, 0, 4), (3, 1, 0, 4, 2), (2, 0, 4, 3, 1)]","(1, 1, 1, 0, 0)",0,"(1, 1, 1, 0, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 0, 1)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","[0, 11, 10, 11, 12, 9, 0, 11, 10, 10, 10, 9, 0, 13, 11, 9, 10, 7, 0, 8, 8, 10, 9, 12, 0]","[0.0, 0.055, 0.05, 0.055, 0.06, 0.045, 0.0, 0.055, 0.05, 0.05, 0.05, 0.045, 0.0, 0.065, 0.055, 0.045, 0.05, 0.035, 0.0, 0.04, 0.04, 0.05, 0.045, 0.06, 0.0]","[11, 10, 11, 12, 9, 11, 10, 10, 10, 9, 13, 11, 9, 10, 7, 8, 8, 10, 9, 12]","[0.055, 0.05, 0.055, 0.06, 0.045, 0.055, 0.05, 0.05, 0.05, 0.045, 0.065, 0.055, 0.045, 0.05, 0.035, 0.04, 0.04, 0.05, 0.045, 0.06]","[0.1028  0.09346 0.1028  0.11215 0.1028  0.09346 0.09346 0.1215  0.1028
 0.07477]","[0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[1, 0, 1, 1, 1, 0, 0, 1, 1, 0]","[4, 6, 4, 2, 4, 3, 6, 4, 2, 5, 5, 4, 4, 3, 4, 4, 1, 5, 5, 5, 4, 3, 3, 8, 2]","[0.04, 0.06, 0.04, 0.02, 0.04, 0.03, 0.06, 0.04, 0.02, 0.05, 0.05, 0.04, 0.04, 0.03, 0.04, 0.04, 0.01, 0.05, 0.05, 0.05, 0.04, 0.03, 0.03, 0.08, 0.02]"
"[(3, 4, 0, 1, 2), (2, 3, 0, 4, 1), (3, 4, 2, 0, 1), (1, 4, 2, 0, 3), (2, 1, 3, 4, 0), (3, 2, 4, 0, 1), (3, 0, 2, 1, 4), (1, 2, 4, 3, 0), (4, 1, 3, 0, 2), (2, 4, 1, 0, 3), (3, 1, 4, 2, 0), (1, 3, 2, 0, 4), (1, 2, 3, 0, 4), (3, 0, 1, 4, 2), (1, 4, 2, 3, 0), (0, 2, 4, 3, 1), (4, 2, 0, 3, 1), (1, 3, 4, 0, 2), (3, 0, 1, 2, 4), (4, 1, 0, 2, 3)]","(0, 1, 0, 1, 1)",0,"(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","[0, 9, 8, 5, 7, 11, 0, 12, 10, 11, 12, 8, 0, 10, 10, 15, 10, 10, 0, 12, 13, 9, 10, 8, 0]","[0.0, 0.045, 0.04, 0.025, 0.035, 0.055, 0.0, 0.06, 0.05, 0.055, 0.06, 0.04, 0.0, 0.05, 0.05, 0.075, 0.05, 0.05, 0.0, 0.06, 0.065, 0.045, 0.05, 0.04, 0.0]","[9, 8, 5, 7, 11, 12, 10, 11, 12, 8, 10, 10, 15, 10, 10, 12, 13, 9, 10, 8]","[0.045, 0.04, 0.025, 0.035, 0.055, 0.06, 0.05, 0.055, 0.06, 0.04, 0.05, 0.05, 0.075, 0.05, 0.05, 0.06, 0.065, 0.045, 0.05, 0.04]","[0.09574 0.08511 0.05319 0.07447 0.12766 0.10638 0.11702 0.10638 0.10638
 0.12766]","[0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 1]","[1, 3, 4, 8, 4, 6, 4, 3, 2, 5, 3, 5, 5, 3, 4, 7, 3, 3, 4, 3, 3, 5, 5, 3, 4]","[0.01, 0.03, 0.04, 0.08, 0.04, 0.06, 0.04, 0.03, 0.02, 0.05, 0.03, 0.05, 0.05, 0.03, 0.04, 0.07, 0.03, 0.03, 0.04, 0.03, 0.03, 0.05, 0.05, 0.03, 0.04]"
"[(1, 3, 2, 0, 4), (2, 3, 0, 4, 1), (3, 2, 0, 1, 4), (2, 1, 4, 3, 0), (4, 0, 3, 2, 1), (1, 3, 4, 2, 0), (4, 2, 3, 0, 1), (3, 4, 1, 0, 2), (0, 2, 4, 1, 3), (1, 2, 3, 4, 0), (2, 4, 1, 3, 0), (4, 2, 1, 0, 3), (0, 3, 2, 4, 1), (1, 2, 3, 0, 4), (4, 2, 0, 1, 3), (2, 3, 4, 1, 0), (3, 0, 2, 4, 1), (3, 0, 1, 4, 2), (1, 0, 2, 4, 3), (0, 3, 4, 1, 2)]","(0, 0, 1, 1, 1)",0,"(0, 0, 1, 1, 1)","(0, 1, 1, 1, 0)","(0, 1, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","[0, 10, 8, 7, 10, 10, 0, 8, 10, 8, 12, 12, 0, 11, 12, 13, 10, 9, 0, 12, 10, 12, 8, 8, 0]","[0.0, 0.05, 0.04, 0.035, 0.05, 0.05, 0.0, 0.04, 0.05, 0.04, 0.06, 0.06, 0.0, 0.055, 0.06, 0.065, 0.05, 0.045, 0.0, 0.06, 0.05, 0.06, 0.04, 0.04, 0.0]","[10, 8, 7, 10, 10, 8, 10, 8, 12, 12, 11, 12, 13, 10, 9, 12, 10, 12, 8, 8]","[0.05, 0.04, 0.035, 0.05, 0.05, 0.04, 0.05, 0.04, 0.06, 0.06, 0.055, 0.06, 0.065, 0.05, 0.045, 0.06, 0.05, 0.06, 0.04, 0.04]","[0.10417 0.08333 0.07292 0.10417 0.08333 0.10417 0.08333 0.11458 0.125
 0.125  ]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1]","[3, 4, 3, 5, 5, 5, 1, 4, 5, 5, 4, 7, 4, 2, 3, 4, 6, 4, 2, 4, 4, 2, 5, 6, 3]","[0.03, 0.04, 0.03, 0.05, 0.05, 0.05, 0.01, 0.04, 0.05, 0.05, 0.04, 0.07, 0.04, 0.02, 0.03, 0.04, 0.06, 0.04, 0.02, 0.04, 0.04, 0.02, 0.05, 0.06, 0.03]"
"[(1, 4, 0, 2, 3), (4, 2, 1, 3, 0), (4, 3, 0, 2, 1), (4, 2, 1, 0, 3), (0, 1, 3, 4, 2), (2, 0, 1, 4, 3), (1, 0, 4, 2, 3), (1, 0, 2, 3, 4), (0, 2, 3, 1, 4), (0, 2, 3, 4, 1), (0, 2, 4, 3, 1), (2, 1, 4, 3, 0), (4, 2, 0, 3, 1), (0, 3, 2, 1, 4), (2, 3, 1, 4, 0), (4, 3, 2, 1, 0), (4, 2, 0, 3, 1), (4, 2, 3, 0, 1), (1, 4, 3, 2, 0), (4, 3, 1, 0, 2)]","(1, 0, 1, 0, 1)",0,"(1, 0, 1, 0, 1)","(1, 1, 0, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","[0, 10, 10, 12, 8, 10, 0, 6, 9, 10, 10, 14, 0, 14, 8, 8, 11, 6, 0, 6, 12, 10, 12, 14, 0]","[0.0, 0.05, 0.05, 0.06, 0.04, 0.05, 0.0, 0.03, 0.045, 0.05, 0.05, 0.07, 0.0, 0.07, 0.04, 0.04, 0.055, 0.03, 0.0, 0.03, 0.06, 0.05, 0.06, 0.07, 0.0]","[10, 10, 12, 8, 10, 6, 9, 10, 10, 14, 14, 8, 8, 11, 6, 6, 12, 10, 12, 14]","[0.05, 0.05, 0.06, 0.04, 0.05, 0.03, 0.045, 0.05, 0.05, 0.07, 0.07, 0.04, 0.04, 0.055, 0.03, 0.03, 0.06, 0.05, 0.06, 0.07]","[0.10753 0.10753 0.12903 0.08602 0.06452 0.09677 0.10753 0.15054 0.08602
 0.06452]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[5, 3, 4, 3, 5, 4, 2, 5, 3, 6, 3, 8, 3, 4, 2, 0, 5, 5, 6, 4, 8, 2, 3, 4, 3]","[0.05, 0.03, 0.04, 0.03, 0.05, 0.04, 0.02, 0.05, 0.03, 0.06, 0.03, 0.08, 0.03, 0.04, 0.02, 0.0, 0.05, 0.05, 0.06, 0.04, 0.08, 0.02, 0.03, 0.04, 0.03]"
"[(2, 3, 4, 0, 1), (2, 3, 4, 1, 0), (4, 0, 1, 2, 3), (3, 4, 1, 2, 0), (1, 3, 0, 4, 2), (1, 2, 4, 0, 3), (0, 2, 3, 1, 4), (3, 2, 0, 1, 4), (3, 0, 1, 4, 2), (1, 2, 0, 4, 3), (3, 0, 1, 2, 4), (2, 1, 3, 0, 4), (1, 2, 4, 3, 0), (4, 3, 0, 1, 2), (1, 0, 2, 3, 4), (3, 1, 4, 0, 2), (3, 0, 4, 1, 2), (4, 2, 1, 3, 0), (0, 3, 4, 2, 1), (4, 1, 0, 2, 3)]","(0, 0, 1, 1, 1)",0,"(1, 1, 0, 1, 0)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","[0, 9, 11, 7, 10, 11, 0, 13, 9, 11, 9, 7, 0, 11, 10, 13, 11, 9, 0, 13, 10, 9, 10, 7, 0]","[0.0, 0.045, 0.055, 0.035, 0.05, 0.055, 0.0, 0.065, 0.045, 0.055, 0.045, 0.035, 0.0, 0.055, 0.05, 0.065, 0.055, 0.045, 0.0, 0.065, 0.05, 0.045, 0.05, 0.035, 0.0]","[9, 11, 7, 10, 11, 13, 9, 11, 9, 7, 11, 10, 13, 11, 9, 13, 10, 9, 10, 7]","[0.045, 0.055, 0.035, 0.05, 0.055, 0.065, 0.045, 0.055, 0.045, 0.035, 0.055, 0.05, 0.065, 0.055, 0.045, 0.065, 0.05, 0.045, 0.05, 0.035]","[0.08654 0.10577 0.06731 0.09615 0.125   0.08654 0.10577 0.10577 0.09615
 0.125  ]","[0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 1, 1, 0, 1]","[2, 5, 5, 4, 4, 5, 3, 5, 5, 2, 3, 6, 1, 5, 5, 6, 5, 2, 3, 4, 4, 1, 7, 3, 5]","[0.02, 0.05, 0.05, 0.04, 0.04, 0.05, 0.03, 0.05, 0.05, 0.02, 0.03, 0.06, 0.01, 0.05, 0.05, 0.06, 0.05, 0.02, 0.03, 0.04, 0.04, 0.01, 0.07, 0.03, 0.05]"
