Profile,Winner,Num_Violations,candidate_pairs,candidate_pairs-normalized,candidate_pairs-no_diagonal,candidate_pairs-normalized-no_diagonal,candidate_pairs-normalized-upper_half,binary_pairs,binary_pairs-no_diagonal,binary_pairs-upper_half,rank_matrix,rank_matrix-normalized,Borda ranking Winner,Plurality ranking Winner,STV Winner,Approval Voting (AV) Winner,Proportional Approval Voting (PAV) Winner,Approval Chamberlin-Courant (CC) Winner,Lexicographic Chamberlin-Courant (lex-CC) Winner,Sequential Approval Chamberlin-Courant (seq-CC) Winner,Monroe's Approval Rule (Monroe) Winner,Greedy Monroe Winner,Minimax Approval Voting (MAV) Winner
"[(1, 2, 3, 4, 0), (4, 3, 1, 2, 0), (0, 2, 3, 1, 4), (1, 0, 4, 2, 3), (0, 4, 3, 2, 1), (0, 4, 3, 1, 2), (0, 3, 2, 4, 1), (2, 0, 3, 1, 4), (0, 3, 2, 4, 1), (2, 0, 4, 3, 1)]","(1, 0, 1, 1, 0)",0,"[0, 7, 6, 8, 8, 3, 0, 4, 2, 4, 4, 6, 0, 5, 6, 2, 8, 5, 0, 5, 2, 6, 4, 5, 0]","[0.0, 0.07, 0.06, 0.08, 0.08, 0.03, 0.0, 0.04, 0.02, 0.04, 0.04, 0.06, 0.0, 0.05, 0.06, 0.02, 0.08, 0.05, 0.0, 0.05, 0.02, 0.06, 0.04, 0.05, 0.0]","[7, 6, 8, 8, 3, 4, 2, 4, 4, 6, 5, 6, 2, 8, 5, 5, 2, 6, 4, 5]","[0.07, 0.06, 0.08, 0.08, 0.03, 0.04, 0.02, 0.04, 0.04, 0.06, 0.05, 0.06, 0.02, 0.08, 0.05, 0.05, 0.02, 0.06, 0.04, 0.05]","[0.12727 0.10909 0.14545 0.14545 0.07273 0.03636 0.07273 0.09091 0.10909
 0.09091]","[0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0]","[1, 1, 1, 1, 0, 0, 0, 0, 1, 0]","[5, 3, 0, 0, 2, 2, 0, 1, 3, 4, 2, 2, 2, 3, 1, 0, 3, 5, 1, 1, 1, 2, 2, 3, 2]","[0.1, 0.06, 0.0, 0.0, 0.04, 0.04, 0.0, 0.02, 0.06, 0.08, 0.04, 0.04, 0.04, 0.06, 0.02, 0.0, 0.06, 0.1, 0.02, 0.02, 0.02, 0.04, 0.04, 0.06, 0.04]","(1, 0, 1, 1, 0)","(1, 1, 1, 0, 0)","(1, 0, 1, 0, 1)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)"
"[(1, 2, 3, 4, 0), (4, 1, 2, 3, 0), (1, 3, 4, 2, 0), (4, 1, 3, 0, 2), (1, 0, 4, 2, 3), (0, 2, 1, 4, 3), (1, 3, 4, 0, 2), (4, 1, 3, 2, 0), (2, 1, 3, 4, 0), (1, 3, 2, 4, 0)]","(0, 1, 1, 0, 1)",0,"[0, 1, 4, 2, 2, 9, 0, 8, 10, 7, 6, 2, 0, 5, 4, 8, 0, 5, 0, 5, 8, 3, 6, 5, 0]","[0.0, 0.01, 0.04, 0.02, 0.02, 0.09, 0.0, 0.08, 0.1, 0.07, 0.06, 0.02, 0.0, 0.05, 0.04, 0.08, 0.0, 0.05, 0.0, 0.05, 0.08, 0.03, 0.06, 0.05, 0.0]","[1, 4, 2, 2, 9, 8, 10, 7, 6, 2, 5, 4, 8, 0, 5, 5, 8, 3, 6, 5]","[0.01, 0.04, 0.02, 0.02, 0.09, 0.08, 0.1, 0.07, 0.06, 0.02, 0.05, 0.04, 0.08, 0.0, 0.05, 0.05, 0.08, 0.03, 0.06, 0.05]","[0.02083 0.08333 0.04167 0.04167 0.16667 0.20833 0.14583 0.10417 0.08333
 0.10417]","[0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 1, 1, 1, 0, 0, 0]","[1, 1, 0, 2, 6, 5, 4, 1, 0, 0, 1, 2, 2, 3, 2, 0, 3, 4, 1, 2, 3, 0, 3, 4, 0]","[0.02, 0.02, 0.0, 0.04, 0.12, 0.1, 0.08, 0.02, 0.0, 0.0, 0.02, 0.04, 0.04, 0.06, 0.04, 0.0, 0.06, 0.08, 0.02, 0.04, 0.06, 0.0, 0.06, 0.08, 0.0]","(0, 1, 0, 1, 1)","(1, 1, 0, 0, 1)","(0, 1, 1, 0, 1)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(0, 1, 1, 0, 1)"
"[(1, 3, 0, 2, 4), (3, 2, 1, 4, 0), (0, 2, 4, 3, 1), (3, 2, 4, 1, 0), (3, 1, 4, 2, 0), (0, 2, 4, 1, 3), (1, 4, 3, 0, 2), (3, 0, 1, 4, 2), (3, 1, 0, 2, 4), (4, 0, 1, 3, 2)]","(1, 1, 0, 1, 0)",0,"[0, 4, 7, 3, 5, 6, 0, 6, 4, 6, 3, 4, 0, 2, 6, 7, 6, 8, 0, 6, 5, 4, 4, 4, 0]","[0.0, 0.04, 0.07, 0.03, 0.05, 0.06, 0.0, 0.06, 0.04, 0.06, 0.03, 0.04, 0.0, 0.02, 0.06, 0.07, 0.06, 0.08, 0.0, 0.06, 0.05, 0.04, 0.04, 0.04, 0.0]","[4, 7, 3, 5, 6, 6, 4, 6, 3, 4, 2, 6, 7, 6, 8, 6, 5, 4, 4, 4]","[0.04, 0.07, 0.03, 0.05, 0.06, 0.06, 0.04, 0.06, 0.03, 0.04, 0.02, 0.06, 0.07, 0.06, 0.08, 0.06, 0.05, 0.04, 0.04, 0.04]","[0.08163 0.14286 0.06122 0.10204 0.12245 0.08163 0.12245 0.04082 0.12245
 0.12245]","[0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 1, 0, 1, 0, 1, 1]","[2, 2, 2, 1, 3, 2, 2, 3, 2, 1, 0, 4, 0, 3, 3, 5, 1, 1, 2, 1, 1, 1, 4, 2, 2]","[0.04, 0.04, 0.04, 0.02, 0.06, 0.04, 0.04, 0.06, 0.04, 0.02, 0.0, 0.08, 0.0, 0.06, 0.06, 0.1, 0.02, 0.02, 0.04, 0.02, 0.02, 0.02, 0.08, 0.04, 0.04]","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)"
"[(3, 2, 1, 4, 0), (4, 0, 2, 1, 3), (1, 0, 2, 3, 4), (3, 1, 0, 2, 4), (2, 3, 1, 0, 4), (0, 3, 1, 2, 4), (0, 2, 4, 3, 1), (1, 2, 3, 4, 0), (1, 3, 0, 4, 2), (2, 3, 0, 1, 4)]","(0, 1, 1, 0, 1)",0,"[0, 4, 6, 4, 7, 6, 0, 5, 4, 8, 4, 5, 0, 6, 8, 6, 6, 4, 0, 8, 3, 2, 2, 2, 0]","[0.0, 0.04, 0.06, 0.04, 0.07, 0.06, 0.0, 0.05, 0.04, 0.08, 0.04, 0.05, 0.0, 0.06, 0.08, 0.06, 0.06, 0.04, 0.0, 0.08, 0.03, 0.02, 0.02, 0.02, 0.0]","[4, 6, 4, 7, 6, 5, 4, 8, 4, 5, 6, 8, 6, 6, 4, 8, 3, 2, 2, 2]","[0.04, 0.06, 0.04, 0.07, 0.06, 0.05, 0.04, 0.08, 0.04, 0.05, 0.06, 0.08, 0.06, 0.06, 0.04, 0.08, 0.03, 0.02, 0.02, 0.02]","[0.06667 0.1     0.06667 0.11667 0.08333 0.06667 0.13333 0.1     0.13333
 0.13333]","[0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 1, 1, 1, 1]","[2, 2, 3, 1, 2, 3, 1, 3, 2, 1, 2, 3, 2, 2, 1, 2, 4, 1, 2, 1, 1, 0, 1, 3, 5]","[0.04, 0.04, 0.06, 0.02, 0.04, 0.06, 0.02, 0.06, 0.04, 0.02, 0.04, 0.06, 0.04, 0.04, 0.02, 0.04, 0.08, 0.02, 0.04, 0.02, 0.02, 0.0, 0.02, 0.06, 0.1]","(0, 1, 1, 1, 0)","(1, 1, 1, 0, 0)","(1, 1, 1, 0, 0)","(0, 1, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(1, 1, 1, 0, 0)","(0, 1, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)"
"[(1, 4, 2, 3, 0), (2, 1, 0, 3, 4), (3, 1, 0, 4, 2), (3, 4, 0, 2, 1), (3, 1, 0, 4, 2), (0, 3, 1, 2, 4), (1, 3, 2, 0, 4), (0, 3, 1, 2, 4), (3, 1, 0, 2, 4), (3, 0, 4, 2, 1)]","(1, 1, 0, 1, 0)",0,"[0, 4, 7, 3, 8, 6, 0, 7, 3, 8, 3, 3, 0, 2, 5, 7, 7, 8, 0, 9, 2, 2, 5, 1, 0]","[0.0, 0.04, 0.07, 0.03, 0.08, 0.06, 0.0, 0.07, 0.03, 0.08, 0.03, 0.03, 0.0, 0.02, 0.05, 0.07, 0.07, 0.08, 0.0, 0.09, 0.02, 0.02, 0.05, 0.01, 0.0]","[4, 7, 3, 8, 6, 7, 3, 8, 3, 3, 2, 5, 7, 7, 8, 9, 2, 2, 5, 1]","[0.04, 0.07, 0.03, 0.08, 0.06, 0.07, 0.03, 0.08, 0.03, 0.03, 0.02, 0.05, 0.07, 0.07, 0.08, 0.09, 0.02, 0.02, 0.05, 0.01]","[0.07143 0.125   0.05357 0.14286 0.125   0.05357 0.14286 0.03571 0.08929
 0.16071]","[0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 1, 0, 1, 0, 0, 1]","[2, 1, 5, 1, 1, 2, 4, 2, 0, 2, 1, 0, 2, 5, 2, 5, 3, 0, 2, 0, 0, 2, 1, 2, 5]","[0.04, 0.02, 0.1, 0.02, 0.02, 0.04, 0.08, 0.04, 0.0, 0.04, 0.02, 0.0, 0.04, 0.1, 0.04, 0.1, 0.06, 0.0, 0.04, 0.0, 0.0, 0.04, 0.02, 0.04, 0.1]","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(1, 1, 1, 0, 0)","(0, 1, 0, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)"
"[(0, 3, 1, 2, 4), (3, 4, 1, 2, 0), (3, 1, 2, 0, 4), (4, 3, 0, 2, 1), (4, 1, 2, 3, 0), (3, 0, 2, 1, 4), (4, 2, 0, 1, 3), (4, 2, 3, 0, 1), (3, 4, 1, 0, 2), (1, 0, 4, 3, 2)]","(1, 0, 0, 1, 1)",0,"[0, 5, 5, 3, 4, 5, 0, 6, 3, 4, 5, 4, 0, 3, 3, 7, 7, 7, 0, 5, 6, 6, 7, 5, 0]","[0.0, 0.05, 0.05, 0.03, 0.04, 0.05, 0.0, 0.06, 0.03, 0.04, 0.05, 0.04, 0.0, 0.03, 0.03, 0.07, 0.07, 0.07, 0.0, 0.05, 0.06, 0.06, 0.07, 0.05, 0.0]","[5, 5, 3, 4, 5, 6, 3, 4, 5, 4, 3, 3, 7, 7, 7, 5, 6, 6, 7, 5]","[0.05, 0.05, 0.03, 0.04, 0.05, 0.06, 0.03, 0.04, 0.05, 0.04, 0.03, 0.03, 0.07, 0.07, 0.07, 0.05, 0.06, 0.06, 0.07, 0.05]","[0.12195 0.12195 0.07317 0.09756 0.14634 0.07317 0.09756 0.07317 0.07317
 0.12195]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 2, 2, 3, 2, 1, 2, 3, 2, 2, 0, 2, 3, 3, 2, 4, 2, 1, 2, 1, 4, 2, 1, 0, 3]","[0.02, 0.04, 0.04, 0.06, 0.04, 0.02, 0.04, 0.06, 0.04, 0.04, 0.0, 0.04, 0.06, 0.06, 0.04, 0.08, 0.04, 0.02, 0.04, 0.02, 0.08, 0.04, 0.02, 0.0, 0.06]","(0, 1, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 1, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)"
"[(3, 2, 4, 1, 0), (1, 3, 0, 2, 4), (0, 1, 3, 4, 2), (1, 3, 4, 0, 2), (1, 0, 2, 4, 3), (1, 3, 0, 2, 4), (0, 4, 1, 3, 2), (3, 1, 4, 0, 2), (3, 0, 1, 4, 2), (4, 1, 3, 0, 2)]","(1, 1, 0, 1, 0)",0,"[0, 3, 9, 3, 6, 7, 0, 9, 7, 7, 1, 1, 0, 1, 4, 7, 3, 9, 0, 7, 4, 3, 6, 3, 0]","[0.0, 0.03, 0.09, 0.03, 0.06, 0.07, 0.0, 0.09, 0.07, 0.07, 0.01, 0.01, 0.0, 0.01, 0.04, 0.07, 0.03, 0.09, 0.0, 0.07, 0.04, 0.03, 0.06, 0.03, 0.0]","[3, 9, 3, 6, 7, 9, 7, 7, 1, 1, 1, 4, 7, 3, 9, 7, 4, 3, 6, 3]","[0.03, 0.09, 0.03, 0.06, 0.07, 0.09, 0.07, 0.07, 0.01, 0.01, 0.01, 0.04, 0.07, 0.03, 0.09, 0.07, 0.04, 0.03, 0.06, 0.03]","[0.05357 0.16071 0.05357 0.10714 0.16071 0.125   0.125   0.01786 0.07143
 0.125  ]","[0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0]","[0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]","[0, 1, 0, 1, 1, 1, 1, 0, 0, 1]","[2, 2, 2, 3, 1, 4, 3, 2, 1, 0, 0, 1, 1, 2, 6, 3, 3, 2, 1, 1, 1, 1, 3, 3, 2]","[0.04, 0.04, 0.04, 0.06, 0.02, 0.08, 0.06, 0.04, 0.02, 0.0, 0.0, 0.02, 0.02, 0.04, 0.12, 0.06, 0.06, 0.04, 0.02, 0.02, 0.02, 0.02, 0.06, 0.06, 0.04]","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)","(1, 1, 0, 1, 0)","(1, 1, 1, 0, 0)","(0, 1, 0, 1, 1)","(1, 1, 0, 1, 0)","(0, 0, 1, 1, 1)"
"[(1, 0, 2, 4, 3), (3, 4, 0, 2, 1), (4, 3, 1, 2, 0), (1, 2, 4, 0, 3), (1, 3, 0, 2, 4), (4, 2, 3, 1, 0), (0, 4, 1, 2, 3), (3, 2, 0, 1, 4), (4, 3, 0, 1, 2), (2, 0, 3, 1, 4)]","(0, 1, 0, 1, 1)",0,"[0, 5, 5, 4, 5, 5, 0, 6, 4, 5, 5, 4, 0, 5, 5, 6, 6, 5, 0, 4, 5, 5, 5, 6, 0]","[0.0, 0.05, 0.05, 0.04, 0.05, 0.05, 0.0, 0.06, 0.04, 0.05, 0.05, 0.04, 0.0, 0.05, 0.05, 0.06, 0.06, 0.05, 0.0, 0.04, 0.05, 0.05, 0.05, 0.06, 0.0]","[5, 5, 4, 5, 5, 6, 4, 5, 5, 4, 5, 5, 6, 6, 5, 4, 5, 5, 5, 6]","[0.05, 0.05, 0.04, 0.05, 0.05, 0.06, 0.04, 0.05, 0.05, 0.04, 0.05, 0.05, 0.06, 0.06, 0.05, 0.04, 0.05, 0.05, 0.05, 0.06]","[0.10417 0.10417 0.08333 0.10417 0.125   0.08333 0.10417 0.10417 0.10417
 0.08333]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 2, 4, 1, 2, 3, 0, 2, 4, 1, 1, 3, 1, 4, 1, 2, 3, 2, 0, 3, 3, 2, 1, 1, 3]","[0.02, 0.04, 0.08, 0.02, 0.04, 0.06, 0.0, 0.04, 0.08, 0.02, 0.02, 0.06, 0.02, 0.08, 0.02, 0.04, 0.06, 0.04, 0.0, 0.06, 0.06, 0.04, 0.02, 0.02, 0.06]","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)"
"[(2, 3, 1, 0, 4), (4, 1, 2, 3, 0), (3, 0, 2, 1, 4), (2, 0, 3, 1, 4), (0, 3, 2, 1, 4), (1, 2, 3, 0, 4), (3, 2, 0, 1, 4), (0, 2, 3, 4, 1), (0, 4, 3, 1, 2), (2, 3, 4, 0, 1)]","(1, 0, 1, 1, 0)",0,"[0, 7, 4, 4, 8, 3, 0, 3, 2, 6, 6, 7, 0, 6, 8, 6, 8, 4, 0, 8, 2, 4, 2, 2, 0]","[0.0, 0.07, 0.04, 0.04, 0.08, 0.03, 0.0, 0.03, 0.02, 0.06, 0.06, 0.07, 0.0, 0.06, 0.08, 0.06, 0.08, 0.04, 0.0, 0.08, 0.02, 0.04, 0.02, 0.02, 0.0]","[7, 4, 4, 8, 3, 3, 2, 6, 6, 7, 6, 8, 6, 8, 4, 8, 2, 4, 2, 2]","[0.07, 0.04, 0.04, 0.08, 0.03, 0.03, 0.02, 0.06, 0.06, 0.07, 0.06, 0.08, 0.06, 0.08, 0.04, 0.08, 0.02, 0.04, 0.02, 0.02]","[0.125   0.07143 0.07143 0.14286 0.05357 0.03571 0.10714 0.10714 0.14286
 0.14286]","[0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 1, 0, 0, 1, 1, 1, 1]","[3, 2, 1, 3, 1, 1, 1, 1, 5, 2, 3, 3, 3, 0, 1, 2, 3, 4, 1, 0, 1, 1, 1, 1, 6]","[0.06, 0.04, 0.02, 0.06, 0.02, 0.02, 0.02, 0.02, 0.1, 0.04, 0.06, 0.06, 0.06, 0.0, 0.02, 0.04, 0.06, 0.08, 0.02, 0.0, 0.02, 0.02, 0.02, 0.02, 0.12]","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 1, 0)","(0, 0, 1, 1, 1)"
"[(4, 0, 2, 3, 1), (0, 4, 3, 1, 2), (4, 3, 0, 2, 1), (4, 3, 1, 2, 0), (4, 3, 0, 2, 1), (4, 3, 1, 2, 0), (4, 3, 0, 2, 1), (4, 3, 2, 0, 1), (2, 4, 0, 3, 1), (3, 4, 2, 0, 1)]","(1, 0, 0, 1, 1)",0,"[0, 8, 5, 3, 1, 2, 0, 3, 0, 0, 5, 7, 0, 2, 1, 7, 10, 8, 0, 1, 9, 10, 9, 9, 0]","[0.0, 0.08, 0.05, 0.03, 0.01, 0.02, 0.0, 0.03, 0.0, 0.0, 0.05, 0.07, 0.0, 0.02, 0.01, 0.07, 0.1, 0.08, 0.0, 0.01, 0.09, 0.1, 0.09, 0.09, 0.0]","[8, 5, 3, 1, 2, 3, 0, 0, 5, 7, 2, 1, 7, 10, 8, 1, 9, 10, 9, 9]","[0.08, 0.05, 0.03, 0.01, 0.02, 0.03, 0.0, 0.0, 0.05, 0.07, 0.02, 0.01, 0.07, 0.1, 0.08, 0.01, 0.09, 0.1, 0.09, 0.09]","[0.33333 0.20833 0.125   0.04167 0.125   0.      0.      0.08333 0.04167
 0.04167]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 4, 2, 2, 0, 0, 2, 1, 7, 1, 0, 3, 5, 1, 1, 6, 1, 2, 0, 7, 3, 0, 0, 0]","[0.02, 0.02, 0.08, 0.04, 0.04, 0.0, 0.0, 0.04, 0.02, 0.14, 0.02, 0.0, 0.06, 0.1, 0.02, 0.02, 0.12, 0.02, 0.04, 0.0, 0.14, 0.06, 0.0, 0.0, 0.0]","(1, 0, 0, 1, 1)","(1, 0, 1, 0, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(1, 0, 0, 1, 1)","(0, 0, 1, 1, 1)","(1, 0, 0, 1, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)"
"[(3, 2, 0, 1, 4), (0, 2, 4, 1, 3), (1, 4, 3, 2, 0), (3, 2, 0, 4, 1), (1, 4, 3, 2, 0), (1, 4, 2, 0, 3), (4, 1, 2, 0, 3), (4, 0, 3, 2, 1), (2, 4, 3, 1, 0), (4, 1, 0, 2, 3)]","(0, 1, 1, 0, 1)",0,"[0, 4, 3, 5, 3, 6, 0, 5, 6, 4, 7, 5, 0, 5, 4, 5, 4, 5, 0, 2, 7, 6, 6, 8, 0]","[0.0, 0.04, 0.03, 0.05, 0.03, 0.06, 0.0, 0.05, 0.06, 0.04, 0.07, 0.05, 0.0, 0.05, 0.04, 0.05, 0.04, 0.05, 0.0, 0.02, 0.07, 0.06, 0.06, 0.08, 0.0]","[4, 3, 5, 3, 6, 5, 6, 4, 7, 5, 5, 4, 5, 4, 5, 2, 7, 6, 6, 8]","[0.04, 0.03, 0.05, 0.03, 0.06, 0.05, 0.06, 0.04, 0.07, 0.05, 0.05, 0.04, 0.05, 0.04, 0.05, 0.02, 0.07, 0.06, 0.06, 0.08]","[0.09756 0.07317 0.12195 0.07317 0.12195 0.14634 0.09756 0.12195 0.09756
 0.04878]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[1, 1, 3, 2, 3, 3, 2, 0, 3, 2, 1, 3, 2, 4, 0, 2, 0, 4, 0, 4, 3, 4, 1, 1, 1]","[0.02, 0.02, 0.06, 0.04, 0.06, 0.06, 0.04, 0.0, 0.06, 0.04, 0.02, 0.06, 0.04, 0.08, 0.0, 0.04, 0.0, 0.08, 0.0, 0.08, 0.06, 0.08, 0.02, 0.02, 0.02]","(0, 1, 1, 0, 1)","(0, 1, 0, 1, 1)","(0, 1, 0, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)","(1, 1, 0, 0, 1)","(0, 0, 1, 1, 1)"
"[(3, 0, 4, 2, 1), (4, 0, 1, 3, 2), (2, 1, 4, 3, 0), (0, 2, 1, 4, 3), (2, 3, 4, 0, 1), (2, 3, 0, 4, 1), (4, 0, 3, 2, 1), (0, 2, 4, 3, 1), (4, 0, 3, 2, 1), (3, 2, 0, 4, 1)]","(1, 0, 1, 0, 1)",0,"[0, 9, 6, 5, 5, 1, 0, 1, 3, 2, 4, 9, 0, 5, 6, 5, 7, 5, 0, 4, 5, 8, 4, 6, 0]","[0.0, 0.09, 0.06, 0.05, 0.05, 0.01, 0.0, 0.01, 0.03, 0.02, 0.04, 0.09, 0.0, 0.05, 0.06, 0.05, 0.07, 0.05, 0.0, 0.04, 0.05, 0.08, 0.04, 0.06, 0.0]","[9, 6, 5, 5, 1, 1, 3, 2, 4, 9, 5, 6, 5, 7, 5, 4, 5, 8, 4, 6]","[0.09, 0.06, 0.05, 0.05, 0.01, 0.01, 0.03, 0.02, 0.04, 0.09, 0.05, 0.06, 0.05, 0.07, 0.05, 0.04, 0.05, 0.08, 0.04, 0.06]","[0.19565 0.13043 0.1087  0.1087  0.02174 0.06522 0.04348 0.1087  0.13043
 0.08696]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1]","[1, 1, 0, 0, 0, 0, 0, 0, 1, 0]","[2, 4, 2, 1, 1, 0, 1, 2, 0, 7, 3, 3, 0, 3, 1, 2, 2, 2, 3, 1, 3, 0, 4, 3, 0]","[0.04, 0.08, 0.04, 0.02, 0.02, 0.0, 0.02, 0.04, 0.0, 0.14, 0.06, 0.06, 0.0, 0.06, 0.02, 0.04, 0.04, 0.04, 0.06, 0.02, 0.06, 0.0, 0.08, 0.06, 0.0]","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)","(1, 0, 0, 1, 1)","(1, 0, 1, 0, 1)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(1, 1, 1, 0, 0)","(0, 0, 1, 1, 1)","(1, 0, 1, 0, 1)","(1, 0, 1, 0, 1)"
